Player,Age_Start,Age_End,Avg_PA,Seasons_Num,G,AB,R,H,1B,2B,3B,HR,RBI,XBH,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,Total_WAR,Avg_WAR,Last_3_WAR,BA,OBP,SLG,OPS,All_Stars,GGs,SSs,Bat_Titles,MVPs,WS_MVP,Pos,1_seasons,2_seasons,3_seasons,4_seasons,status
Joe Mauer,21,35,531,15,1858,6930,1018,2123,1522,428,30,143,923.0,601,52.0,19.0,939,1034.0,3040,208.0,25.0,6.0,60.0,145.0,55.599999999999994,3.7,7.8,0.306,0.44,0.439,0.879,6,3,5,0,1,0,2,9,4,1,1,hof
Joe Morgan,19,40,537,21,2639,9240,1646,2510,1697,449,96,268,1133.0,813,689.0,161.0,1859,1008.0,3955,105.0,40.0,51.0,96.0,76.0,100.79999999999998,4.8,9.9,0.272,0.47,0.428,0.898,9,5,1,0,2,0,4,11,1,7,2,hof
Joe Torre,20,36,518,17,2207,7872,996,2341,1686,344,59,252,1185.0,655,23.0,29.0,779,1093.0,3559,284.0,85.0,13.0,50.0,127.0,57.7,3.4,1.9,0.297,0.4,0.452,0.852,8,1,0,0,1,0,2,9,0,7,1,retired
Joey Votto,23,39,514,17,2056,7252,1171,2135,1298,459,22,356,1144.0,837,80.0,29.0,1365,1640.0,3706,168.0,81.0,0.0,48.0,147.0,63.699999999999996,3.7,3.0,0.294,0.485,0.511,0.996,6,1,0,0,1,0,3,11,0,5,1,retired
John Olerud,20,36,533,17,2234,7592,1139,2239,1471,500,13,255,1230.0,768,11.0,14.0,1275,1016.0,3530,232.0,88.0,12.0,96.0,157.0,58.3,3.4,4.4,0.295,0.463,0.465,0.928,2,3,0,0,0,0,3,12,0,5,0,retired
John Valentin,25,35,410,11,1105,3917,614,1093,671,281,17,124,558.0,422,47.0,31.0,463,524.0,1780,91.0,53.0,36.0,42.0,15.0,32.7,3.0,0.3,0.279,0.401,0.454,0.855,0,0,1,0,0,0,6,10,1,0,0,retired
Johnny Bench,20,35,536,16,2132,7572,1084,2034,1245,378,23,388,1370.0,789,68.0,42.0,886,1259.0,3622,197.0,19.0,10.0,89.0,135.0,75.8,4.7,2.3,0.269,0.383,0.478,0.861,12,10,0,0,2,1,2,4,1,9,2,hof
Johnny Callison,22,33,585,11,1572,5770,831,1560,988,287,81,204,738.0,572,70.0,44.0,546,881.0,2621,79.0,38.0,48.0,36.0,63.0,40.2,3.7,4.4,0.27,0.367,0.454,0.821,1,0,0,0,0,0,9,10,0,1,0,retired
Johnny Damon,21,38,606,18,2490,9736,1668,2769,1903,522,109,235,1139.0,866,408.0,103.0,1003,1257.0,4214,93.0,50.0,57.0,71.0,38.0,56.6,3.1,5.8,0.284,0.388,0.433,0.821,2,0,0,0,0,0,8,16,0,2,0,retired
Jorge Posada,24,40,421,17,1829,6092,900,1664,1000,379,10,275,1065.0,664,20.0,21.0,936,1453.0,2888,186.0,74.0,1.0,47.0,78.0,42.699999999999996,2.5,2.5,0.273,0.43,0.474,0.904,5,0,5,0,0,0,2,12,5,0,0,retired
Josh Donaldson,24,37,450,13,1383,5022,816,1310,732,287,12,279,816.0,578,40.0,10.0,725,1221.0,2458,135.0,58.0,5.0,46.0,22.0,46.699999999999996,3.6,5.3,0.261,0.408,0.489,0.897,3,0,2,0,1,0,5,10,1,1,1,retired
José Bautista,23,37,453,15,1742,5672,965,1406,772,292,14,328,925.0,634,68.0,28.0,986,1288.0,2710,158.0,64.0,22.0,54.0,56.0,37.8,2.5,1.5,0.248,0.424,0.478,0.902,5,0,3,0,0,0,9,10,3,2,0,retired
José Canseco,20,36,478,17,1887,7057,1186,1877,1061,340,14,462,1407.0,816,200.0,88.0,906,1942.0,3631,178.0,84.0,1.0,81.0,63.0,42.5,2.5,4.6,0.266,0.397,0.515,0.912,2,0,4,0,1,0,10,13,3,0,1,retired
José Cruz,22,40,464,31,3741,12641,1749,3418,2276,643,130,369,1701.0,1142,430.0,175.0,1556,2178.0,5428,193.0,12.0,50.0,120.0,180.0,74.20000000000002,2.4,1.0,0.27,0.39,0.429,0.819,1,1,2,0,0,0,7,27,2,2,0,retired
José Reyes,20,35,485,16,1881,7557,1180,2139,1476,387,131,145,721.0,663,517.0,127.0,589,917.0,3223,82.0,11.0,50.0,38.0,56.0,37.199999999999996,2.2,-0.1,0.283,0.36,0.426,0.786,1,0,2,0,0,0,6,14,2,1,0,retired
José Valentín,22,37,395,16,1678,5539,872,1348,756,302,41,249,816.0,592,136.0,56.0,630,1294.0,2479,66.0,29.0,70.0,49.0,54.0,31.699999999999996,2.0,3.3,0.243,0.357,0.448,0.805,0,0,0,0,0,0,6,16,0,0,0,retired
Juan González,19,34,447,16,1688,6555,1061,1936,1089,388,25,434,1404.0,847,26.0,19.0,457,1273.0,3676,184.0,62.0,2.0,78.0,74.0,38.599999999999994,2.4,2.3,0.295,0.367,0.561,0.928,0,0,6,0,2,0,9,10,4,0,2,retired
Julio Franco,23,48,423,23,2527,8677,1285,2586,1952,407,54,173,1194.0,634,281.0,107.0,917,1341.0,3620,312.0,38.0,19.0,80.0,67.0,43.60000000000001,1.9,-0.2,0.298,0.403,0.417,0.82,2,0,5,0,0,0,3,18,5,0,0,retired
Justin Upton,19,34,478,16,1845,6721,1058,1754,1041,350,38,325,1003.0,713,151.0,59.0,785,1971.0,3155,142.0,78.0,3.0,59.0,49.0,32.1,2.0,-1.6,0.261,0.382,0.469,0.851,4,0,2,0,0,0,7,11,2,3,0,retired
Keith Hernandez,20,36,503,17,2088,7370,1124,2182,1534,426,60,162,1071.0,648,98.0,63.0,1070,1012.0,3214,161.0,32.0,10.0,71.0,130.0,60.6,3.6,1.3,0.296,0.439,0.436,0.875,5,10,2,0,1,0,3,7,2,7,1,retired
Ken Caminiti,24,38,475,15,1760,6288,894,1710,1106,348,17,239,983.0,604,88.0,39.0,727,1163.0,2809,152.0,29.0,14.0,67.0,112.0,33.5,2.2,2.0,0.272,0.386,0.447,0.833,3,3,1,0,1,0,5,11,0,3,1,retired
Ken Griffey,23,41,432,18,2003,6986,1103,2081,1498,358,77,148,836.0,583,199.0,80.0,700,867.0,3037,101.0,14.0,31.0,53.0,48.0,35.9,2.0,1.4,0.298,0.396,0.435,0.831,4,1,1,0,0,0,9,14,1,3,0,retired
Ken Griffey Jr.,19,39,552,19,2459,9078,1577,2603,1475,495,38,595,1734.0,1128,183.0,67.0,1236,1645.0,4959,177.0,76.0,8.0,94.0,234.0,85.5,4.5,1.7,0.287,0.423,0.546,0.969,0,10,7,0,1,0,8,9,6,3,1,hof
Ken McMullen,20,35,358,16,1583,5131,568,1273,919,172,26,156,606.0,354,20.0,19.0,510,815.0,1965,134.0,17.0,34.0,38.0,47.0,33.9,2.1,1.0,0.248,0.347,0.383,0.73,0,0,0,0,0,0,5,16,0,0,0,retired
Ken Singleton,23,36,582,14,1971,6826,957,1951,1377,310,24,240,1029.0,574,21.0,36.0,1226,1186.0,3029,228.0,17.0,28.0,58.0,120.0,43.900000000000006,3.1,3.8,0.286,0.463,0.444,0.907,3,0,0,0,0,0,9,11,0,3,0,retired
Kenny Lofton,24,40,543,17,2103,8120,1528,2428,1799,383,116,130,781.0,629,622.0,160.0,945,1016.0,3433,111.0,32.0,72.0,65.0,43.0,68.6,4.0,7.0,0.299,0.414,0.423,0.837,5,4,0,0,0,0,8,11,0,6,0,retired
Kent Hrbek,21,34,510,14,1747,6192,903,1749,1126,312,18,293,1086.0,623,37.0,26.0,838,798.0,2976,165.0,26.0,15.0,66.0,110.0,38.50000000000001,2.8,3.6,0.282,0.416,0.481,0.897,1,0,0,0,0,0,3,13,0,1,0,retired
Kevin Kiermaier,23,34,337,12,1159,3682,499,905,580,170,60,95,378.0,325,132.0,39.0,277,908.0,1480,51.0,41.0,22.0,18.0,12.0,36.39999999999999,3.0,5.9,0.246,0.327,0.402,0.729,0,4,0,0,0,0,8,8,0,4,0,retired
Kevin McReynolds,23,34,503,12,1502,5423,727,1439,909,284,35,211,807.0,530,93.0,32.0,522,707.0,2426,100.0,14.0,14.0,66.0,67.0,29.999999999999996,2.5,2.2,0.265,0.359,0.447,0.806,0,0,0,0,0,0,7,12,0,0,0,retired
Kevin Youkilis,25,34,444,10,1061,3749,653,1053,631,254,18,150,618.0,422,26.0,14.0,539,828.0,1793,74.0,104.0,0.0,44.0,22.0,32.300000000000004,3.2,5.1,0.281,0.435,0.478,0.913,3,1,0,0,0,0,5,6,0,4,0,retired
Kirby Puckett,24,35,653,12,1783,7244,1071,2304,1626,414,57,207,1085.0,678,134.0,76.0,450,965.0,3453,188.0,56.0,23.0,58.0,85.0,51.1,4.3,8.1,0.318,0.382,0.477,0.859,10,6,6,0,0,0,8,2,6,4,0,hof
Kirk Gibson,22,38,392,17,1635,5798,985,1553,984,260,54,255,870.0,569,284.0,78.0,718,1285.0,2686,72.0,61.0,23.0,56.0,72.0,38.5,2.3,3.6,0.268,0.394,0.463,0.857,0,0,1,0,1,0,7,16,0,0,1,retired
Kyle Seager,23,33,564,11,1480,5561,705,1395,830,309,14,242,807.0,565,55.0,27.0,533,1120.0,2458,107.0,63.0,5.0,42.0,35.0,37.1,3.4,6.0,0.251,0.351,0.442,0.793,1,1,0,0,0,0,5,10,0,1,0,retired
Lance Berkman,23,37,521,15,1879,6491,1146,1905,1087,422,30,366,1234.0,818,86.0,48.0,1201,1300.0,3485,147.0,66.0,1.0,54.0,160.0,52.199999999999996,3.5,4.2,0.293,0.48,0.537,1.017,6,0,0,0,0,0,3,9,0,6,0,retired
Lance Johnson,23,36,414,14,1447,5379,767,1565,1239,175,117,34,486.0,326,327.0,105.0,352,384.0,2076,103.0,7.0,35.0,27.0,29.0,30.400000000000002,2.2,0.5,0.291,0.355,0.386,0.741,1,0,0,0,0,0,8,13,0,1,0,retired
Lance Parrish,21,39,410,19,1988,7067,856,1782,1126,305,27,324,1070.0,656,28.0,37.0,612,1527.0,3113,197.0,37.0,23.0,58.0,62.0,39.50000000000001,2.1,0.2,0.252,0.339,0.44,0.779,7,3,6,0,0,0,2,11,6,2,0,retired
Larry Walker,23,38,498,16,1968,6860,1351,2152,1236,471,62,383,1307.0,916,229.0,75.0,908,1218.0,3896,153.0,137.0,4.0,65.0,117.0,72.80000000000001,4.6,9.5,0.314,0.453,0.568,1.021,5,7,3,0,1,0,9,9,2,4,1,hof
Lenny Dykstra,22,33,440,12,1278,4559,802,1298,893,281,43,81,404.0,405,285.0,72.0,640,503.0,1908,39.0,31.0,25.0,27.0,50.0,42.39999999999999,3.5,5.1,0.285,0.426,0.419,0.845,2,0,1,0,0,0,8,9,1,2,0,retired
Lonnie Smith,22,38,350,17,1613,5170,909,1488,1059,273,58,98,533.0,429,370.0,140.0,623,849.0,2171,69.0,92.0,21.0,46.0,19.0,38.699999999999996,2.3,3.4,0.288,0.415,0.42,0.835,1,3,0,0,0,0,7,14,0,3,0,retired
Lorenzo Cain,24,36,366,13,1171,4314,626,1220,884,225,24,87,454.0,336,190.0,44.0,362,854.0,1754,109.0,49.0,0.0,32.0,14.0,38.2,2.9,2.1,0.283,0.371,0.407,0.778,2,1,0,0,0,0,8,10,0,3,0,retired
Lou Brock,23,40,649,16,2379,9534,1509,2823,2086,455,135,147,842.0,737,886.0,278.0,713,1624.0,3989,104.0,47.0,46.0,45.0,120.0,48.3,3.0,4.0,0.296,0.372,0.418,0.79,5,0,0,0,0,0,7,11,0,5,0,hof
Lou Whitaker,20,38,525,19,2390,8570,1386,2369,1640,420,65,244,1084.0,729,143.0,75.0,1197,1099.0,3651,143.0,20.0,89.0,91.0,79.0,75.19999999999999,4.0,8.1,0.276,0.413,0.426,0.839,4,3,4,0,0,0,4,14,4,1,0,retired
Luis Aparicio,22,39,629,17,2474,9739,1279,2563,2021,371,92,79,746.0,542,500.0,132.0,701,699.0,3355,177.0,25.0,152.0,72.0,22.0,56.3,3.3,9.4,0.263,0.334,0.344,0.678,2,9,0,0,0,0,6,7,0,10,0,hof
Luis Gonzalez,22,40,554,19,2591,9157,1412,2591,1573,596,68,354,1439.0,1018,128.0,87.0,1155,1218.0,4385,212.0,111.0,10.0,98.0,150.0,51.8,2.7,0.5,0.283,0.412,0.479,0.891,5,0,1,0,0,0,7,14,1,4,0,retired
Magglio Ordóñez,23,36,528,14,1756,6649,1043,2072,1346,416,21,289,1204.0,726,92.0,49.0,628,811.0,3397,232.0,44.0,3.0,61.0,36.0,40.39999999999999,2.9,4.2,0.312,0.406,0.511,0.917,0,0,3,0,0,0,9,11,3,0,0,retired
Manny Ramírez,21,39,514,19,2302,8244,1544,2574,1452,547,20,555,1831.0,1122,38.0,33.0,1329,1813.0,4826,243.0,109.0,2.0,90.0,216.0,69.50000000000001,3.7,2.8,0.312,0.475,0.585,1.06,0,0,0,0,0,0,7,19,0,0,0,retired
Mark Belanger,21,38,367,18,2016,5784,676,1316,1088,175,33,20,389.0,228,167.0,75.0,576,839.0,1617,83.0,42.0,155.0,45.0,22.0,41.00000000000001,2.3,0.3,0.228,0.329,0.28,0.609,1,8,0,0,0,0,6,10,0,8,0,retired
Mark Ellis,25,37,477,12,1435,5117,690,1343,956,257,25,105,550.0,387,82.0,29.0,438,801.0,1965,89.0,75.0,59.0,39.0,20.0,33.6,2.8,5.2,0.262,0.355,0.384,0.739,0,0,0,0,0,0,4,12,0,0,0,retired
Mark Grace,24,39,581,16,2245,8065,1179,2445,1716,511,45,173,1146.0,729,70.0,48.0,1075,642.0,3565,192.0,34.0,17.0,99.0,114.0,46.3,2.9,2.2,0.303,0.434,0.442,0.876,3,4,0,0,0,0,3,11,0,5,0,retired
Mark McGwire,22,37,479,16,1874,6187,1167,1626,785,252,6,583,1414.0,841,12.0,8.0,1317,1596.0,3639,147.0,75.0,3.0,78.0,150.0,62.300000000000004,3.9,9.7,0.263,0.476,0.588,1.064,9,1,3,0,0,0,3,7,3,6,0,retired
Mark Teixeira,23,35,584,13,1746,6549,1056,1783,979,392,18,394,1254.0,804,24.0,7.0,871,1336.0,3393,151.0,109.0,0.0,62.0,90.0,51.7,4.0,3.8,0.272,0.411,0.518,0.929,3,5,3,0,0,0,3,6,3,4,0,retired
Marquis Grissom,22,37,556,15,1986,7690,1123,2123,1499,365,55,204,892.0,624,421.0,110.0,530,1115.0,3210,150.0,29.0,36.0,59.0,44.0,33.1,2.2,5.2,0.276,0.345,0.417,0.762,2,4,0,0,0,0,8,11,0,4,0,retired
Matt Holliday,24,38,532,15,1903,7009,1157,2096,1280,468,32,316,1220.0,816,108.0,37.0,802,1362.0,3576,220.0,124.0,1.0,45.0,57.0,44.599999999999994,3.0,0.4,0.299,0.421,0.51,0.931,6,0,4,0,0,0,7,9,4,2,0,retired
Matt Williams,21,37,447,17,1866,7000,997,1878,1127,338,35,378,1218.0,751,53.0,35.0,469,1363.0,3420,182.0,55.0,9.0,62.0,86.0,46.8,2.8,1.4,0.268,0.338,0.489,0.827,3,4,4,0,0,0,5,11,4,2,0,retired
Maury Wills,28,38,667,11,1640,6698,949,1902,1662,154,66,20,420.0,240,528.0,192.0,494,592.0,2248,75.0,13.0,103.0,27.0,13.0,38.49999999999999,3.5,8.3,0.284,0.358,0.336,0.694,2,2,0,0,1,0,6,7,0,3,1,retired
Michael Brantley,22,36,416,14,1373,5269,720,1583,1096,339,22,126,698.0,487,115.0,31.0,463,620.0,2344,124.0,37.0,9.0,45.0,37.0,35.20000000000001,2.5,3.5,0.3,0.389,0.445,0.834,4,0,1,0,0,0,7,10,1,3,0,retired
Mickey Mantle,19,36,551,18,2401,8102,1676,2415,1463,344,72,536,1509.0,952,153.0,38.0,1733,1710.0,4511,113.0,13.0,14.0,47.0,148.0,110.50000000000001,6.1,10.2,0.298,0.51,0.557,1.067,3,1,0,0,3,0,8,12,0,3,3,hof
Mickey Rivers,21,35,402,15,1468,5629,785,1660,1281,247,71,61,499.0,379,267.0,90.0,266,471.0,2232,44.0,22.0,75.0,35.0,20.0,32.900000000000006,2.2,0.8,0.295,0.343,0.397,0.74,1,0,0,0,0,0,8,14,0,1,0,retired
Miguel Cabrera,20,40,568,20,2685,9959,1526,3073,1933,617,17,506,1838.0,1140,39.0,21.0,1230,2004.0,5242,353.0,71.0,5.0,98.0,235.0,68.4,3.4,-0.7,0.309,0.432,0.526,0.958,10,0,7,0,2,0,3,9,5,4,2,retired
Miguel Tejada,23,39,575,16,2171,8434,1230,2407,1609,468,23,307,1302.0,798,85.0,38.0,553,1079.0,3842,277.0,122.0,23.0,71.0,73.0,47.2,3.0,1.1,0.285,0.357,0.456,0.813,6,0,2,0,1,0,6,10,2,3,1,retired
Mike Cameron,22,38,464,17,1955,6839,1064,1700,980,383,59,278,968.0,720,297.0,83.0,867,1901.0,3035,114.0,87.0,31.0,60.0,19.0,46.7,2.7,2.9,0.249,0.38,0.444,0.824,1,3,0,0,0,0,8,14,0,3,0,retired
Mike Hargrove,24,35,558,12,1666,5564,783,1614,1240,266,28,80,686.0,374,24.0,37.0,965,550.0,2176,154.0,53.0,44.0,67.0,75.0,30.400000000000002,2.5,3.8,0.29,0.463,0.391,0.854,1,0,0,0,0,0,3,11,0,1,0,retired
Mike Piazza,23,38,484,16,1912,6911,1048,2127,1348,344,8,427,1335.0,779,17.0,20.0,759,1113.0,3768,229.0,30.0,0.0,45.0,146.0,59.699999999999996,3.7,3.2,0.308,0.417,0.545,0.962,11,0,9,0,0,0,2,4,9,3,0,hof
Mike Schmidt,22,38,582,17,2362,8204,1487,2204,1202,401,59,542,1567.0,1002,174.0,91.0,1486,1866.0,4349,150.0,79.0,16.0,105.0,197.0,107.4,6.3,14.1,0.269,0.449,0.53,0.979,10,10,6,0,3,1,5,5,3,6,3,hof
Minnie Miñoso,23,40,541,14,1749,6475,1151,1985,1366,343,91,185,1034.0,619,203.0,123.0,793,525.0,3065,168.0,182.0,64.0,54.0,42.0,55.800000000000004,4.0,5.0,0.307,0.441,0.473,0.914,0,4,0,0,0,0,7,11,0,3,0,hof
Moisés Alou,23,41,465,17,1942,7037,1109,2134,1342,421,39,332,1287.0,792,106.0,37.0,737,894.0,3629,195.0,48.0,9.0,82.0,91.0,40.1,2.4,3.8,0.303,0.407,0.516,0.923,6,0,2,0,0,0,7,11,2,4,0,retired
Nellie Fox,21,37,609,15,2068,8153,1165,2396,1931,332,100,33,709.0,465,69.0,74.0,623,187.0,3027,152.0,131.0,183.0,41.0,26.0,50.0,3.3,2.3,0.294,0.378,0.371,0.749,1,4,0,0,1,0,4,11,0,3,1,hof
Nelson Cruz,24,42,442,19,2055,7501,1090,2053,1202,372,15,464,1325.0,851,84.0,32.0,738,1916.0,3847,179.0,86.0,2.0,60.0,78.0,42.1,2.2,2.2,0.274,0.376,0.513,0.889,6,0,4,0,0,0,9,11,4,4,0,retired
Nick Markakis,22,36,621,15,2154,8302,1119,2388,1663,514,22,189,1046.0,725,66.0,32.0,891,1230.0,3513,214.0,51.0,4.0,73.0,79.0,33.699999999999996,2.2,3.2,0.288,0.395,0.423,0.818,1,3,1,0,0,0,9,12,1,2,0,retired
Nomar Garciaparra,22,35,435,13,1313,5155,888,1625,998,353,52,222,877.0,627,92.0,30.0,372,513.0,2748,123.0,59.0,5.0,59.0,49.0,45.89999999999999,3.5,3.1,0.315,0.39,0.533,0.923,5,0,1,0,0,0,6,8,1,4,0,retired
Norm Cash,27,40,525,14,1897,6240,963,1692,1075,225,37,355,1025.0,617,38.0,27.0,960,1023.0,3056,139.0,79.0,16.0,49.0,108.0,48.800000000000004,3.5,3.7,0.271,0.429,0.49,0.919,3,0,0,0,0,0,3,11,0,3,0,retired
Omar Vizquel,22,45,501,24,2968,10586,1445,2877,2264,456,77,80,951.0,613,404.0,167.0,1028,1087.0,3727,207.0,49.0,256.0,94.0,25.0,45.5,1.9,-0.5,0.272,0.369,0.352,0.721,3,11,0,0,0,0,6,12,0,12,0,retired
Orlando Cepeda,20,35,569,15,2058,7786,1127,2322,1507,411,27,377,1342.0,815,141.0,80.0,576,1144.0,3918,212.0,101.0,4.0,71.0,153.0,50.9,3.4,2.4,0.298,0.377,0.503,0.88,2,0,0,0,1,0,3,13,0,1,1,hof
Orlando Hudson,24,34,492,11,1345,4825,648,1319,904,256,66,93,542.0,415,85.0,28.0,483,825.0,1986,138.0,30.0,33.0,42.0,21.0,30.9,2.8,3.7,0.273,0.374,0.412,0.786,2,4,0,0,0,0,4,7,0,4,0,retired
Ozzie Smith,23,41,589,18,2529,9240,1241,2429,1936,397,68,28,782.0,493,576.0,145.0,1055,577.0,3046,161.0,31.0,209.0,61.0,79.0,77.79999999999998,4.3,6.8,0.263,0.377,0.33,0.707,14,13,1,0,0,0,6,3,1,14,0,hof
Paul Blair,20,36,407,15,1725,5522,740,1417,972,262,54,129,589.0,445,156.0,87.0,416,800.0,2174,108.0,21.0,93.0,48.0,18.0,40.5,2.7,-0.3,0.257,0.332,0.394,0.726,2,8,0,0,0,0,8,7,0,8,0,retired
Paul Molitor,21,41,606,20,2670,10789,1779,3309,2357,604,114,234,1301.0,952,503.0,131.0,1092,1236.0,4843,209.0,47.0,75.0,108.0,100.0,75.79999999999998,3.8,5.2,0.307,0.406,0.449,0.855,6,0,4,0,0,1,10,12,4,4,0,hof
Paul O'Neill,22,38,520,16,2050,7316,1041,2105,1352,451,21,281,1269.0,753,141.0,73.0,891,1165.0,3441,221.0,22.0,7.0,90.0,107.0,38.9,2.4,4.6,0.288,0.406,0.47,0.876,5,0,0,0,0,0,9,11,0,5,0,retired
Pedro Guerrero,22,35,425,14,1493,5246,720,1586,1083,261,28,214,882.0,503,95.0,45.0,598,837.0,2545,118.0,32.0,9.0,71.0,112.0,35.8,2.6,2.2,0.302,0.414,0.485,0.899,4,0,1,0,0,1,3,9,2,3,0,retired
Pete Rose,22,45,664,22,3249,12926,2033,3963,2971,707,128,157,1215.0,992,183.0,134.0,1448,1083.0,5397,224.0,98.0,47.0,69.0,153.0,82.89999999999998,3.8,0.6,0.307,0.421,0.418,0.839,15,2,1,0,1,1,3,7,2,12,1,retired
