Player,Age_Start,Age_End,Avg_PA,Seasons_Num,G,AB,R,H,1B,2B,3B,HR,RBI,XBH,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,Total_WAR,Avg_WAR,Last_3_WAR,BA,OBP,SLG,OPS,All_Stars,GGs,SSs,Bat_Titles,MVPs,WS_MVP,Pos,1_seasons,2_seasons,3_seasons,4_seasons,status
Plácido Polanco,22,37,493,16,1927,7214,1009,2142,1658,348,32,104,723.0,484,81.0,30.0,429,538.0,2866,201.0,101.0,86.0,56.0,13.0,41.9,2.6,2.6,0.297,0.363,0.397,0.76,0,3,1,0,0,0,4,13,1,2,0,retired
Rafael Furcal,22,36,517,14,1614,6477,1063,1817,1324,311,69,113,587.0,493,314.0,94.0,643,910.0,2605,84.0,22.0,55.0,39.0,24.0,39.7,2.8,1.9,0.281,0.38,0.402,0.782,3,0,0,0,0,0,6,11,0,3,0,retired
Rafael Palmeiro,21,40,602,20,2831,10472,1663,3020,1828,585,38,569,1835.0,1192,97.0,40.0,1353,1348.0,5388,232.0,87.0,15.0,119.0,172.0,72.1,3.6,4.7,0.288,0.418,0.515,0.933,4,3,2,0,0,0,3,15,2,3,0,retired
Ray Durham,23,30,678,8,1973,7750,1368,2165,1468,423,92,182,826.0,697,383.0,128.0,848,1298.0,3318,127.0,83.0,67.0,71.0,22.0,36.6,2.8,12.0,0.279,0.392,0.428,0.82,4,0,0,0,0,0,4,9,0,4,0,retired
Ray Lankford,23,37,477,14,1701,5747,968,1561,913,356,54,238,874.0,648,258.0,117.0,828,1550.0,2739,77.0,36.0,10.0,53.0,68.0,38.2,2.7,1.1,0.272,0.416,0.477,0.893,1,0,0,0,0,0,8,13,0,1,0,retired
Red Schoendienst,22,39,542,17,2205,8471,1223,2449,1860,427,78,84,773.0,589,89.0,60.0,606,345.0,3284,180.0,21.0,96.0,19.0,30.0,44.800000000000004,2.6,0.5,0.289,0.361,0.388,0.749,0,0,0,0,0,0,4,17,0,0,0,hof
Reggie Jackson,22,40,580,17,2411,8488,1386,2295,1332,414,41,508,1523.0,963,217.0,107.0,1225,2173.0,4315,164.0,80.0,11.0,61.0,152.0,76.8,4.5,5.3,0.27,0.417,0.508,0.925,11,0,2,0,1,2,9,6,3,7,1,hof
Reggie Sanders,23,39,397,18,1803,6340,1049,1693,977,348,60,308,993.0,716,305.0,115.0,679,1634.0,3085,123.0,71.0,15.0,43.0,51.0,40.3,2.2,2.8,0.267,0.379,0.487,0.866,1,0,0,0,0,0,9,17,0,1,0,retired
Reggie Smith,21,37,474,17,1987,7033,1123,2020,1286,363,57,314,1092.0,734,137.0,86.0,890,1030.0,3439,150.0,33.0,8.0,86.0,115.0,64.5,3.8,7.0,0.287,0.411,0.489,0.9,7,1,0,0,0,0,9,9,0,8,0,retired
Richie Ashburn,21,35,670,13,1927,7494,1187,2345,1920,294,103,28,547.0,425,218.0,100.0,1064,502.0,2929,69.0,34.0,104.0,12.0,34.0,65.5,5.0,13.5,0.313,0.457,0.391,0.848,0,0,0,0,0,0,8,13,0,0,0,hof
Richie Hebner,21,37,413,17,1906,6143,865,1694,1161,273,57,203,890.0,533,38.0,40.0,687,741.0,2690,105.0,74.0,44.0,67.0,95.0,33.00000000000001,1.9,0.5,0.276,0.391,0.438,0.829,0,0,0,0,0,0,5,17,0,0,0,retired
Rick Monday,20,38,377,19,1986,6136,950,1619,1066,248,64,241,775.0,553,98.0,91.0,924,1513.0,2718,71.0,24.0,46.0,32.0,107.0,33.300000000000004,1.8,1.3,0.264,0.415,0.443,0.858,2,0,0,0,0,0,8,17,0,2,0,retired
Rickey Henderson,21,44,540,24,2992,10610,2246,2959,2103,497,63,296,1089.0,856,1373.0,324.0,2156,1655.0,4470,168.0,96.0,22.0,64.0,61.0,112.0,4.7,1.1,0.279,0.484,0.421,0.905,10,1,3,0,1,0,7,13,2,8,1,hof
Rico Carty,24,39,452,13,1534,5220,683,1589,1108,265,17,199,848.0,481,19.0,26.0,598,611.0,2485,191.0,12.0,2.0,50.0,63.0,33.900000000000006,2.6,4.2,0.304,0.416,0.476,0.892,1,0,0,0,0,0,7,12,0,1,0,retired
Rico Petrocelli,20,33,475,13,1553,5390,653,1352,883,237,22,210,773.0,469,10.0,22.0,661,926.0,2263,127.0,26.0,36.0,57.0,61.0,39.00000000000001,3.0,1.4,0.251,0.373,0.42,0.793,2,0,0,0,0,0,6,11,0,2,0,retired
Robby Thompson,24,34,476,11,1304,4612,671,1187,791,238,39,119,458.0,396,103.0,62.0,439,987.0,1860,72.0,66.0,99.0,19.0,8.0,34.00000000000001,3.1,2.1,0.257,0.36,0.403,0.763,0,1,1,0,0,0,4,10,1,0,0,retired
Roberto Alomar,20,34,641,15,2183,8386,1414,2546,1799,470,76,201,1071.0,747,462.0,110.0,959,1032.0,3771,185.0,46.0,133.0,88.0,59.0,68.0,4.5,13.5,0.304,0.417,0.45,0.867,12,10,4,0,0,0,4,3,4,8,0,hof
Roberto Clemente,21,37,571,17,2309,8980,1368,2879,2072,417,155,235,1258.0,807,81.0,41.0,603,1170.0,4311,261.0,33.0,32.0,63.0,164.0,95.3,5.6,17.6,0.321,0.387,0.48,0.867,8,12,0,0,1,1,9,5,1,10,1,hof
Robin Ventura,21,36,517,16,2079,7064,1006,1885,1239,338,14,294,1182.0,646,24.0,38.0,1075,1179.0,3133,176.0,23.0,33.0,76.0,132.0,56.099999999999994,3.5,5.6,0.267,0.416,0.444,0.86,2,6,0,0,0,0,5,9,0,7,0,retired
Robin Yount,18,37,612,20,2856,11008,1632,3142,2182,583,126,251,1406.0,960,271.0,105.0,966,1350.0,4730,217.0,48.0,104.0,123.0,95.0,77.5,3.9,4.7,0.285,0.372,0.43,0.802,3,1,3,0,2,0,6,16,1,1,2,hof
Robinson Canó,22,37,590,16,2234,8673,1257,2624,1686,571,33,334,1302.0,938,51.0,38.0,616,1189.0,4263,284.0,85.0,10.0,62.0,112.0,70.1,4.4,5.3,0.303,0.377,0.492,0.869,0,2,5,0,0,0,4,11,5,0,0,retired
Rod Carew,21,39,555,19,2469,9315,1424,3053,2404,445,112,92,1015.0,649,353.0,187.0,1018,1028.0,3998,216.0,25.0,128.0,64.0,144.0,81.3,4.3,3.7,0.328,0.436,0.429,0.865,15,0,0,0,1,0,3,4,0,14,1,hof
Ron Cey,24,39,521,16,2071,7160,977,1868,1203,328,21,316,1139.0,665,24.0,29.0,1012,1233.0,3186,185.0,62.0,26.0,82.0,117.0,53.7,3.4,2.7,0.261,0.403,0.445,0.848,6,0,0,0,0,1,5,9,1,6,0,retired
Ron Fairly,22,39,441,17,2142,6364,847,1729,1227,275,29,198,955.0,502,34.0,25.0,954,778.0,2656,139.0,38.0,84.0,54.0,118.0,37.0,2.2,3.3,0.272,0.421,0.417,0.838,2,0,0,0,0,0,3,15,0,2,0,retired
Ron Gant,22,38,458,16,1832,6449,1080,1651,978,302,50,321,1008.0,673,243.0,102.0,770,1411.0,3016,98.0,32.0,12.0,57.0,38.0,34.2,2.1,1.8,0.256,0.375,0.468,0.843,2,0,1,0,0,0,7,13,1,2,0,retired
Ron Hunt,22,33,513,12,1483,5235,745,1429,1144,223,23,39,370.0,285,65.0,55.0,555,382.0,1815,100.0,243.0,103.0,22.0,22.0,32.7,2.7,7.7,0.273,0.405,0.347,0.752,2,0,0,0,0,0,4,10,0,2,0,retired
Ron Santo,20,33,638,13,1964,7164,1065,2034,1319,333,62,320,1207.0,715,31.0,38.0,1006,1177.0,3451,223.0,34.0,10.0,86.0,88.0,72.30000000000001,5.6,10.3,0.284,0.422,0.482,0.904,8,5,0,0,0,0,5,3,0,10,0,hof
Roy White,21,34,536,14,1800,6445,940,1759,1257,294,51,157,731.0,502,231.0,115.0,911,687.0,2626,117.0,29.0,48.0,66.0,65.0,48.0,3.4,9.9,0.273,0.413,0.407,0.82,1,0,0,0,0,0,7,13,0,1,0,retired
Russell Martin,23,36,475,14,1693,5701,803,1416,961,255,9,191,771.0,455,101.0,51.0,792,1211.0,2262,190.0,107.0,12.0,36.0,46.0,38.699999999999996,2.8,3.7,0.248,0.396,0.397,0.793,3,1,1,0,0,0,2,11,1,2,0,retired
Rusty Staub,19,41,488,23,2951,9720,1189,2716,1878,499,47,292,1466.0,838,47.0,33.0,1255,888.0,4185,297.0,79.0,56.0,119.0,193.0,45.89999999999999,2.0,0.6,0.279,0.408,0.431,0.839,4,0,0,0,0,0,9,19,0,4,0,retired
Ryan Braun,23,36,524,14,1766,6622,1080,1963,1154,408,49,352,1154.0,809,216.0,60.0,586,1363.0,3525,179.0,77.0,0.0,44.0,56.0,47.4,3.4,2.7,0.296,0.389,0.532,0.921,5,0,5,0,1,0,7,8,4,1,1,retired
Ryan Zimmerman,20,36,463,16,1799,6654,963,1846,1123,417,22,284,1061.0,723,43.0,16.0,646,1384.0,3159,212.0,31.0,1.0,69.0,43.0,40.2,2.5,3.2,0.277,0.374,0.475,0.849,2,1,2,0,0,0,5,13,2,1,0,retired
Ryne Sandberg,22,37,618,15,2151,8379,1316,2385,1624,403,76,282,1061.0,761,344.0,107.0,761,1259.0,3786,139.0,34.0,31.0,71.0,59.0,68.0,4.5,4.9,0.285,0.375,0.452,0.827,10,9,7,0,1,0,4,4,6,4,1,hof
Sal Bando,22,37,518,16,2019,7060,982,1790,1221,289,38,242,1039.0,569,75.0,46.0,1031,923.0,2881,149.0,75.0,65.0,57.0,69.0,61.7,3.9,0.1,0.254,0.403,0.408,0.811,3,0,0,0,0,0,5,13,0,3,0,retired
Sammy Sosa,20,38,550,18,2354,8813,1475,2408,1375,379,45,609,1667.0,1033,234.0,107.0,929,2306.0,4704,202.0,59.0,17.0,78.0,154.0,58.6,3.3,0.4,0.273,0.379,0.534,0.913,6,0,6,0,1,0,9,11,5,1,1,retired
Scott Fletcher,22,36,398,15,1612,5258,688,1376,1061,243,38,34,510.0,315,99.0,58.0,514,541.0,1797,109.0,57.0,111.0,36.0,13.0,31.9,2.1,5.5,0.262,0.364,0.342,0.706,0,0,0,0,0,0,4,15,0,0,0,retired
Scott Rolen,22,37,523,16,2001,7268,1201,2044,1179,510,43,312,1269.0,865,118.0,47.0,886,1383.0,3576,146.0,126.0,1.0,91.0,57.0,70.5,4.4,6.3,0.281,0.408,0.492,0.9,5,7,0,0,0,0,5,7,0,9,0,hof
Shane Victorino,22,34,430,12,1299,4630,731,1274,865,231,70,108,489.0,409,231.0,46.0,381,626.0,1969,60.0,81.0,52.0,20.0,12.0,31.5,2.6,6.6,0.275,0.367,0.425,0.792,1,4,0,0,0,0,8,8,0,4,0,retired
Shawn Green,20,34,531,15,1951,7082,1129,2003,1195,445,35,328,1070.0,808,162.0,52.0,744,1315.0,3502,175.0,80.0,3.0,53.0,80.0,34.900000000000006,2.3,0.5,0.283,0.392,0.494,0.886,2,1,1,0,0,0,9,13,1,1,0,retired
Shin-Soo Choo,22,37,447,16,1652,6087,961,1671,1085,339,29,218,782.0,586,157.0,55.0,868,1579.0,2722,101.0,152.0,10.0,40.0,43.0,34.800000000000004,2.2,4.4,0.275,0.429,0.447,0.876,1,0,0,0,0,0,9,15,0,1,0,retired
Stan Musial,20,42,578,22,3026,10972,1949,3630,2253,725,177,475,1951.0,1377,78.0,71.0,1599,696.0,6134,243.0,53.0,35.0,53.0,298.0,128.6,5.8,7.5,0.331,0.477,0.559,1.036,1,0,0,0,3,0,3,18,0,1,3,hof
Steve Finley,24,41,575,18,2540,9303,1434,2531,1658,446,124,303,1165.0,873,320.0,118.0,836,1295.0,4134,150.0,53.0,91.0,75.0,68.0,45.6,2.5,3.6,0.272,0.363,0.444,0.807,2,4,0,0,0,0,8,13,0,5,0,retired
Steve Garvey,21,38,522,17,2174,8275,1085,2456,1744,418,43,251,1227.0,712,82.0,60.0,456,930.0,3713,233.0,28.0,33.0,87.0,108.0,39.3,2.3,1.3,0.297,0.35,0.449,0.799,10,4,0,0,1,0,3,7,0,9,1,retired
Ted Simmons,18,37,522,17,2165,7935,1010,2306,1575,449,44,238,1298.0,731,17.0,33.0,797,630.0,3557,259.0,35.0,10.0,93.0,178.0,53.900000000000006,3.2,5.1,0.291,0.389,0.448,0.837,5,0,1,0,0,0,2,11,1,5,0,hof
Ted Williams,20,41,526,18,2189,7434,1766,2585,1493,510,71,511,1796.0,1092,24.0,17.0,1969,682.0,4770,190.0,37.0,5.0,15.0,252.0,122.19999999999999,6.8,16.8,0.348,0.613,0.642,1.255,0,0,0,0,2,0,7,16,0,0,2,hof
Thurman Munson,22,32,537,11,1423,5344,696,1558,1184,229,32,113,701.0,374,48.0,50.0,438,571.0,2190,160.0,42.0,21.0,58.0,59.0,46.0,4.2,10.5,0.292,0.374,0.41,0.784,6,3,0,0,1,0,2,5,0,5,1,retired
Tim Raines,21,41,511,20,2383,8763,1554,2587,1878,427,113,169,973.0,709,801.0,146.0,1302,944.0,3747,139.0,41.0,38.0,74.0,144.0,69.8,3.5,1.8,0.295,0.443,0.428,0.871,7,0,1,0,0,0,7,13,1,6,0,hof
Tim Salmon,23,37,503,14,1672,5934,986,1674,1012,339,24,299,1016.0,662,48.0,42.0,970,1360.0,2958,98.0,67.0,0.0,68.0,45.0,40.7,2.9,3.2,0.282,0.447,0.498,0.945,0,0,1,0,0,0,9,13,1,0,0,retired
Tim Wallach,22,38,524,17,2212,8099,908,2085,1357,432,36,260,1125.0,728,51.0,66.0,649,1307.0,3369,192.0,77.0,6.0,77.0,89.0,38.6,2.3,2.6,0.257,0.341,0.416,0.757,5,3,2,0,0,0,5,11,2,4,0,retired
Toby Harrah,20,37,516,17,2155,7402,1115,1954,1412,307,40,195,918.0,542,238.0,94.0,1153,868.0,2926,155.0,63.0,76.0,72.0,51.0,51.7,3.0,4.6,0.264,0.421,0.395,0.816,1,0,0,0,0,0,5,16,0,1,0,retired
Todd Helton,24,39,584,16,2212,7869,1388,2493,1503,590,36,364,1395.0,990,37.0,28.0,1327,1164.0,4247,185.0,57.0,3.0,93.0,185.0,62.0,3.9,2.4,0.317,0.483,0.54,1.023,5,3,4,0,0,0,3,11,4,1,0,hof
Tom Glavine,22,42,75,13,423,787,63,148,130,16,2,0,54.0,18,1.0,0.0,70,190.0,168,5.0,0.0,121.0,3.0,0.0,4.4,0.3,1.1,0.188,0.276,0.213,0.489,4,0,2,0,0,0,1,8,2,3,0,hof
Tom Seaver,22,37,96,10,361,837,61,135,102,22,3,8,53.0,33,4.0,0.0,57,308.0,187,12.0,4.0,62.0,1.0,0.0,3.5999999999999996,0.4,0.6,0.161,0.233,0.223,0.456,5,0,0,0,0,0,1,5,0,5,0,hof
Tony Fernández,21,39,517,17,2158,7911,1057,2276,1676,414,92,94,844.0,600,246.0,138.0,690,784.0,3156,161.0,64.0,67.0,61.0,48.0,45.4,2.7,5.8,0.288,0.377,0.399,0.776,0,4,0,0,0,0,6,13,0,4,0,retired
Tony Gwynn,22,41,512,20,2440,9288,1383,3141,2378,543,85,135,1138.0,763,319.0,125.0,790,434.0,4259,259.0,24.0,45.0,85.0,203.0,69.3,3.5,2.8,0.338,0.421,0.459,0.88,13,5,7,0,0,0,9,7,7,6,0,hof
Tony Oliva,23,36,560,12,1592,6143,866,1879,1287,325,48,219,929.0,592,86.0,55.0,444,625.0,2957,136.0,57.0,14.0,56.0,130.0,44.300000000000004,3.7,1.6,0.306,0.38,0.481,0.861,6,1,0,0,0,0,9,6,0,6,0,hof
Tony Peña,23,39,399,17,1898,6268,671,1681,1253,297,30,101,685.0,428,78.0,65.0,396,818.0,2341,214.0,24.0,61.0,36.0,64.0,30.4,1.8,1.5,0.268,0.332,0.373,0.705,5,4,0,0,0,0,2,10,0,7,0,retired
Tony Phillips,23,40,506,18,2161,7617,1300,2023,1453,360,50,160,819.0,570,177.0,114.0,1319,1499.0,2963,127.0,42.0,69.0,63.0,44.0,51.2,2.8,4.1,0.266,0.438,0.389,0.827,0,0,0,0,0,0,4,18,0,0,0,retired
Tony Pérez,23,43,536,19,2518,9159,1223,2578,1658,476,73,371,1568.0,920,48.0,33.0,872,1768.0,4313,242.0,41.0,7.0,99.0,144.0,55.3,2.9,2.4,0.281,0.375,0.471,0.846,7,0,0,0,0,0,3,12,0,7,0,hof
Torii Hunter,22,39,538,18,2371,8857,1296,2452,1562,498,39,353,1391.0,890,195.0,99.0,661,1741.0,4087,262.0,97.0,6.0,71.0,52.0,50.699999999999996,2.8,2.8,0.277,0.356,0.461,0.817,4,9,2,0,0,0,8,7,2,9,0,retired
Travis Fryman,21,33,571,12,1600,6147,861,1688,1098,330,40,220,984.0,590,71.0,36.0,572,1306.0,2758,146.0,38.0,15.0,75.0,18.0,35.400000000000006,3.0,5.0,0.275,0.367,0.449,0.816,5,1,1,0,0,0,5,7,1,4,0,retired
Troy Glaus,21,33,489,13,1537,5410,889,1375,752,293,10,320,950.0,623,56.0,29.0,854,1377.0,2648,138.0,46.0,0.0,45.0,40.0,38.0,2.9,4.4,0.254,0.414,0.489,0.903,4,0,2,0,0,1,5,8,3,2,0,retired
Troy Tulowitzki,21,34,417,13,1291,4804,762,1391,878,264,24,225,780.0,513,57.0,32.0,511,900.0,2378,146.0,47.0,10.0,43.0,48.0,44.7,3.4,4.3,0.29,0.398,0.495,0.893,4,2,2,0,0,0,6,8,2,3,0,retired
Vada Pinson,22,36,592,15,2134,8249,1107,2339,1624,394,106,215,1016.0,715,250.0,103.0,461,984.0,3590,143.0,47.0,47.0,77.0,63.0,41.79999999999999,2.8,0.5,0.284,0.34,0.435,0.775,0,1,0,0,0,0,8,14,0,1,0,retired
Victor Martinez,23,38,512,14,1720,6390,843,1928,1317,382,3,226,1060.0,611,7.0,7.0,667,790.0,2994,227.0,44.0,0.0,72.0,107.0,35.1,2.5,6.4,0.302,0.406,0.469,0.875,0,0,0,0,0,0,2,14,0,0,0,retired
Vladimir Guerrero,22,36,602,15,2138,8128,1326,2585,1614,477,46,448,1495.0,971,181.0,94.0,737,982.0,4498,276.0,103.0,0.0,64.0,250.0,59.6,4.0,2.7,0.318,0.413,0.553,0.966,9,0,8,0,1,0,9,6,7,1,1,hof
Von Hayes,22,33,504,12,1495,5249,767,1402,941,282,36,143,696.0,461,253.0,97.0,712,804.0,2185,100.0,22.0,19.0,50.0,82.0,30.099999999999998,2.5,3.6,0.267,0.401,0.416,0.817,1,0,0,0,0,0,9,11,0,1,0,retired
Wade Boggs,24,40,612,17,2349,8888,1473,2922,2182,564,60,116,985.0,740,23.0,35.0,1374,722.0,3954,222.0,23.0,29.0,92.0,178.0,91.80000000000001,5.4,6.8,0.329,0.48,0.445,0.925,12,2,8,0,0,0,5,4,8,5,0,hof
Wally Joyner,24,39,507,16,2033,7127,973,2060,1421,409,26,204,1106.0,639,60.0,39.0,833,825.0,3133,168.0,38.0,26.0,91.0,109.0,35.7,2.2,0.6,0.289,0.404,0.44,0.844,1,0,0,0,0,0,3,15,0,1,0,retired
Warren Spahn,27,44,104,12,482,1131,85,227,159,42,4,22,127.0,68,2.0,2.0,60,274.0,343,10.0,5.0,41.0,5.0,0.0,5.5,0.5,0.5,0.201,0.256,0.303,0.559,0,0,0,0,0,0,1,12,0,0,0,hof
Will Clark,22,36,552,15,1976,7173,1186,2176,1405,440,47,284,1205.0,771,67.0,48.0,937,1190.0,3562,100.0,59.0,13.0,101.0,155.0,56.6,3.8,8.5,0.303,0.433,0.497,0.93,6,1,2,0,0,0,3,9,2,4,0,retired
Willie Davis,21,39,572,17,2407,9086,1205,2533,1827,389,137,180,1043.0,706,395.0,126.0,414,965.0,3736,127.0,51.0,81.0,96.0,73.0,59.9,3.5,3.2,0.279,0.325,0.411,0.736,2,3,0,0,0,0,8,14,0,3,0,retired
Willie Mays,20,42,568,22,2992,10881,2062,3283,1960,523,140,660,1903.0,1323,338.0,103.0,1464,1526.0,6066,251.0,44.0,13.0,91.0,214.0,156.20000000000002,7.1,8.1,0.302,0.435,0.557,0.992,11,13,0,0,2,0,8,4,0,16,2,hof
Willie McCovey,21,41,468,18,2221,7106,1104,1972,1149,304,43,476,1386.0,823,23.0,21.0,1197,1352.0,3790,149.0,61.0,5.0,60.0,240.0,66.7,3.7,1.8,0.278,0.447,0.533,0.98,6,0,0,0,1,0,3,12,0,5,1,hof
Willie McGee,23,39,465,17,2069,7378,985,2186,1670,343,94,79,836.0,516,345.0,117.0,431,1178.0,2954,152.0,15.0,30.0,44.0,55.0,37.0,2.2,1.1,0.296,0.354,0.4,0.754,4,3,1,0,1,0,8,12,0,4,1,retired
Willie Randolph,20,37,526,18,2202,8018,1239,2210,1775,316,65,54,687.0,435,271.0,94.0,1243,675.0,2818,219.0,38.0,99.0,64.0,37.0,66.0,3.7,8.2,0.276,0.43,0.351,0.781,5,0,1,0,0,0,4,13,1,4,0,retired
Willie Stargell,22,42,454,19,2214,7563,1158,2141,1220,408,49,464,1484.0,921,17.0,14.0,913,1842.0,4039,137.0,76.0,9.0,71.0,226.0,58.00000000000001,3.1,3.9,0.283,0.406,0.534,0.94,7,0,0,0,1,1,7,11,0,7,1,hof
Willie Wilson,20,38,438,19,2154,7731,1169,2207,1738,281,147,41,585.0,469,668.0,134.0,425,1144.0,2905,90.0,62.0,64.0,35.0,27.0,45.99999999999999,2.4,2.8,0.285,0.344,0.376,0.72,2,1,2,0,0,0,8,16,2,1,0,retired
Yadier Molina,21,39,450,19,2224,7817,777,2168,1577,408,7,176,1022.0,591,71.0,37.0,542,922.0,3118,287.0,76.0,43.0,75.0,50.0,41.7,2.2,2.2,0.277,0.35,0.399,0.749,7,9,1,0,0,0,2,9,1,9,0,retired
Yogi Berra,21,38,464,18,2116,7546,1174,2148,1420,321,49,358,1430.0,728,30.0,26.0,704,411.0,3641,146.0,52.0,9.0,44.0,91.0,59.9,3.3,3.5,0.285,0.38,0.483,0.863,0,0,0,0,3,0,2,15,0,0,3,hof
Álex Rodríguez,18,39,570,21,2719,10341,2002,3070,1811,541,31,687,2055.0,1259,326.0,76.0,1324,2220.0,5734,257.0,175.0,16.0,108.0,97.0,118.7,5.7,5.0,0.297,0.43,0.554,0.984,0,1,0,0,0,0,5,20,0,1,0,retired
Álex Ríos,23,33,595,10,1441,5497,781,1558,1017,330,59,152,718.0,541,233.0,71.0,358,982.0,2462,163.0,38.0,2.0,51.0,20.0,30.5,3.0,7.5,0.283,0.35,0.448,0.798,0,0,0,0,0,0,9,10,0,0,0,retired
Édgar Rentería,19,34,570,15,2028,7682,1150,2212,1632,417,28,135,875.0,580,287.0,106.0,679,1113.0,3090,224.0,30.0,94.0,71.0,37.0,34.00000000000001,2.3,2.5,0.288,0.375,0.402,0.777,0,2,3,0,0,1,6,11,4,0,0,retired
